Path,ISO,ShutterSpeed,ExifImageWidth,ExifImageHeight,Model,ApertureValue,FocalLength,CameraTemperature,SerialNumber,Hash,Is_train_data
../RAWBASE/ALASKA/41/40805.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,3e10b3c419ec3b7a4abeb22b3761ea26104febc3,0
../RAWBASE/ALASKA/41/40809.CR2,1000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,9815c91b787de4d878f377ad9a8b9e9d810b3fdb,0
../RAWBASE/ALASKA/41/40314.CR2,2000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,e49a3978f4a3f466bd2223d2ca8b9f274ffb9d2b,1
../RAWBASE/ALASKA/41/40918.CR2,3200,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,10C,53073070269,683b7e3bac2a0eacbfce0fd2e56599e07279a2e5,1
../RAWBASE/ALASKA/41/40971.CR2,1600,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,aba8453bf2ad2b172543d045be913bcf0f985c7b,0
../RAWBASE/ALASKA/41/40844.CR2,2000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,9C,53073070269,3fb758ac9500a7a9aea2576708ea74fc37020220,0
../RAWBASE/ALASKA/41/40882.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,18C,53073070269,3fea0a2e87aa8f845950814d35a3b5446f4d0808,1
../RAWBASE/ALASKA/41/40957.CR2,1600,1/60,5184,3456,CanonEOS100D,3.5,22.0mm,20C,53073070269,5cf63739c49dc5ab7e7687ba5b4b57e9ba644a6e,1
../RAWBASE/ALASKA/41/40703.CR2,1000,1/60,5184,3456,CanonEOS100D,5.0,42.0mm,10C,53073070269,ec8654e3ae27da30ddf5f56328257172943511bf,1
../RAWBASE/ALASKA/41/40429.CR2,6400,1/50,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,2fae1a235b3ece462fd66777e78b57f3c1e5d5de,1
../RAWBASE/ALASKA/41/40775.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,27C,53073070269,bcf37bbf4cf865407441bbfd77de902d062f832e,0
../RAWBASE/ALASKA/41/40548.CR2,1600,1/60,5184,3456,CanonEOS100D,4.0,25.0mm,26C,53073070269,d0383e054d398aac39e7ef8be3fa6f170b5f14f7,1
../RAWBASE/ALASKA/41/40440.CR2,5000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,9ae3b6f66854d542d0d43dfbf9e83441c9e9c1dd,1
../RAWBASE/ALASKA/41/40502.CR2,3200,1/60,5184,3456,CanonEOS100D,5.0,40.0mm,22C,53073070269,a26024264277870653307cb61cf1567364d043dc,0
../RAWBASE/ALASKA/41/40608.CR2,2500,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,fe652474cb7bc2add566d995e715ab42df17344d,1
../RAWBASE/ALASKA/41/40222.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,bd8e100eddff30d4ed8a5363fa5f9a28cb379e10,0
../RAWBASE/ALASKA/41/40759.CR2,1250,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,22C,53073070269,af512064bf8cd58debd622b9d49378a35064b514,0
../RAWBASE/ALASKA/41/40563.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,22C,53073070269,69d335e9d6d9852a0ae3b71e26941cb7398057c4,0
../RAWBASE/ALASKA/41/40368.CR2,1000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,20C,53073070269,ad153dfd592d294e180f45f5cf0641824b79bb28,1
../RAWBASE/ALASKA/41/40896.CR2,2000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,20C,53073070269,5632049c666cf67cd8418314c059a8d080278ebd,1
../RAWBASE/ALASKA/41/40459.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,96623471e17fe231e02476713f86802ffa9cb4ff,0
../RAWBASE/ALASKA/41/40481.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,50.0mm,27C,53073070269,7bf5fb5e04eb12950942f40bf3b913bbdb5a8807,0
../RAWBASE/ALASKA/41/41000.CR2,2000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,eb5de8175e07e732a2628b7b2e7cc6162ef73452,1
../RAWBASE/ALASKA/41/40745.CR2,1250,1/60,5184,3456,CanonEOS100D,6.4,50.0mm,22C,53073070269,760c0241b647c035f45925a0955959f838d6e8ca,1
../RAWBASE/ALASKA/41/40226.CR2,1600,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,25C,53073070269,c762d2087ceacc162d8c6b74729799f6dcf207d2,1
../RAWBASE/ALASKA/41/40934.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,b0e74ba9b60146c39cc760a6644b345970327907,1
../RAWBASE/ALASKA/41/40992.CR2,4000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,21C,53073070269,6f4f43fb95b03213f773ee4140950b54cda0223b,0
../RAWBASE/ALASKA/41/40738.CR2,2000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,2e1a24d89e9c4060157bee7c268013e7f1f5be86,1
../RAWBASE/ALASKA/41/40551.CR2,1000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,20C,53073070269,ab15cb834ac32729c66a1a0694a194192a9af465,0
../RAWBASE/ALASKA/41/40947.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,29C,53073070269,9188fb6a6915937dcd3854e1f2ff7571d7b077c3,0
../RAWBASE/ALASKA/41/40378.CR2,1600,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,27C,53073070269,6c7fa95182e02d6a9cce3c780748f8f244ef85e4,0
../RAWBASE/ALASKA/41/40450.CR2,5000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,58e78c0da42fb185665dd6332656db42ef6713a1,1
../RAWBASE/ALASKA/41/40456.CR2,6400,1/30,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,f763d76a5d0276d2ba8879b4b0d2a13fae986935,0
../RAWBASE/ALASKA/41/40861.CR2,3200,1/60,5184,3456,CanonEOS100D,5.7,48.0mm,23C,53073070269,34fd1f452ea2a82b0c63802df2bc298d3aca53aa,1
../RAWBASE/ALASKA/41/40923.CR2,6400,1/40,5184,3456,CanonEOS100D,5.7,55.0mm,27C,53073070269,58363f7599adade5a6f031eaafb687c36cfca9f4,0
../RAWBASE/ALASKA/41/40489.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,19C,53073070269,dca9bf3a306135bdb4cc06a07e5f7802012fb8e9,1
../RAWBASE/ALASKA/41/40235.CR2,1600,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,25C,53073070269,322380d951ae40d2d8a44d6486d1bef1edd8d44f,0
../RAWBASE/ALASKA/41/40860.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,f0821db9c40fb55d33b110e43e9bbf8dc57ef551,1
../RAWBASE/ALASKA/41/40878.CR2,6400,1/60,5184,3456,CanonEOS100D,inf,0.0mm,25C,53073070269,ed4e5f4949584ac1ebd8a6fa52eaf8c80f9dea65,0
../RAWBASE/ALASKA/41/40329.CR2,4000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,25C,53073070269,9f0f8fc2204b3af6b2cfc869eb6d29a70fb0ea3e,1
../RAWBASE/ALASKA/41/40543.CR2,6400,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,25C,53073070269,d019adcdc945eaddcace98af1ad407b30db8fd7f,0
../RAWBASE/ALASKA/41/40881.CR2,1600,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,20C,53073070269,062e6120f37fd40feaa6b4c844c92f014c05f18d,0
../RAWBASE/ALASKA/41/40646.CR2,1600,1/60,5184,3456,CanonEOS100D,5.0,46.0mm,18C,53073070269,fdafd9de184af30ad954f92237577a0efd3eb4b4,0
../RAWBASE/ALASKA/41/40638.CR2,2500,1/80,5184,3456,CanonEOS100D,5.7,52.0mm,28C,53073070269,7a9a6f9fabac0a855b87f88f47ade20256c963ff,0
../RAWBASE/ALASKA/41/40285.CR2,2000,1/60,5184,3456,CanonEOS100D,5.7,44.0mm,21C,53073070269,b2c9cf24aa15abef235ce05c12fc09406083a122,0
../RAWBASE/ALASKA/41/40433.CR2,1250,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,13C,53073070269,bd23dfaa948a2de07159d3eb48d56a16123f412f,1
../RAWBASE/ALASKA/41/40780.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,69f5af75d5b51cf632223c47803c947afdbaecb2,1
../RAWBASE/ALASKA/41/40321.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,8e07cbeb644813959b6058ce78d28d560ba3beeb,0
../RAWBASE/ALASKA/41/40721.CR2,1600,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,414c8ed06db0c9008fb78af7a2be31f834c366ed,1
../RAWBASE/ALASKA/41/40249.CR2,2500,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,9C,53073070269,a777a9daf6945a6ba4050ae4e3d42aec9390efd3,1
../RAWBASE/ALASKA/41/40265.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,171cff145ce6f66db1fe67fda226c567e83d9e97,1
../RAWBASE/ALASKA/41/40568.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,90881b7cbf0257eb8ed53da590f3188e14f9f01f,1
../RAWBASE/ALASKA/41/40801.CR2,2500,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,34C,53073070269,89afdde715a6a46d190a384b57fb5b6d5d96c3dd,1
../RAWBASE/ALASKA/41/40698.CR2,4000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,22C,53073070269,646c455989ae6275c916298b77d7e158e7f1c2d8,1
../RAWBASE/ALASKA/41/40598.CR2,1000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,a38973a5e660e3acfc36d789553f103a624d0f3a,1
../RAWBASE/ALASKA/41/40354.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,6ff3de5066d2d57076213df5359e5acc93e263b0,1
../RAWBASE/ALASKA/41/40422.CR2,2000,1/60,5184,3456,CanonEOS100D,5.7,48.0mm,34C,53073070269,a569e887d0d6fb45f9b865500182879c54a0c93d,1
../RAWBASE/ALASKA/41/40630.CR2,1000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,b5c920d703ce00cb4897240f1d8f987e0d8949f7,0
../RAWBASE/ALASKA/41/40264.CR2,2000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,36C,53073070269,5e03d778459b2ae218ee2f178b7ec3782cea6de8,0
../RAWBASE/ALASKA/41/40969.CR2,1000,1/40,5184,3456,CanonEOS100D,4.6,27.0mm,29C,53073070269,0620db719bec648c0f82aeeea79630b7a449d8a2,0
../RAWBASE/ALASKA/41/40388.CR2,2000,1/60,5184,3456,CanonEOS100D,5.0,40.0mm,38C,53073070269,b498493fd31a5200e0a79b7038e4761168b5d63a,1
../RAWBASE/ALASKA/41/40366.CR2,1600,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,018b852622c9e83eb39b2d899f8b8692f4153d58,0
../RAWBASE/ALASKA/41/40778.CR2,1000,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,7b78c6c6223754ffb72e25fd1bf89ae9c25d4eed,0
../RAWBASE/ALASKA/41/40679.CR2,1600,1/10,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,0fa7eaa9a882f0717acfdb7b289adcd98ffae1d1,0
../RAWBASE/ALASKA/41/40901.CR2,1600,1/100,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,8f8b73ff83a59ca0a361c37f5c8c9ede3a1624a2,0
../RAWBASE/ALASKA/41/40204.CR2,6400,1/60,5184,3456,CanonEOS100D,5.0,40.0mm,26C,53073070269,967b9f518278c894d34b24a16dffd31a43685f8e,0
../RAWBASE/ALASKA/41/40963.CR2,2000,1/50,5184,3456,CanonEOS100D,4.6,34.0mm,17C,53073070269,940964c3cbf658a086f6c3be25afe96964113354,1
../RAWBASE/ALASKA/41/40243.CR2,4000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,25C,53073070269,3968934658f80e634d1ac589b50fd8de2e2f9dec,0
../RAWBASE/ALASKA/41/40333.CR2,1600,1/60,5184,3456,CanonEOS100D,4.6,33.0mm,19C,53073070269,58bcba1d54cfb2399938feb1e49977c31a9bf19d,0
../RAWBASE/ALASKA/41/40220.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,b1fc1e6e251ae745726c4bc56985622b690f5367,0
../RAWBASE/ALASKA/41/40899.CR2,6400,1/8,5184,3456,CanonEOS100D,4.0,28.0mm,23C,53073070269,70f218ecef51e86c596d88f1ea4820351781fb8a,1
../RAWBASE/ALASKA/41/40910.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,27C,53073070269,48309fac68f2e8937b12cad293fd0feecb0904d5,0
../RAWBASE/ALASKA/41/40754.CR2,2000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,24C,53073070269,ce922e7e64e4913ec2c1ef549f367a5c5a4de5c0,1
../RAWBASE/ALASKA/41/40649.CR2,3200,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,f19f27f45f706a493605d4d5cbbaec1c1b7f6434,1
../RAWBASE/ALASKA/41/40566.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,19C,53073070269,643dccb64f928baf363791753d03fd310af8dbc7,0
../RAWBASE/ALASKA/41/40883.CR2,1600,1/60,5184,3456,CanonEOS100D,5.0,38.0mm,20C,53073070269,da823863e34e945d3afd5d3849456b4fa35d026d,1
../RAWBASE/ALASKA/41/40596.CR2,1250,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,ca816a76c0322f5853c176494530d3c65c1e85b8,0
../RAWBASE/ALASKA/41/40466.CR2,6400,1/10,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,745a80017c95f09671ac626ee7efeb1f7f96786c,0
../RAWBASE/ALASKA/41/40529.CR2,1250,1/60,5184,3456,CanonEOS100D,5.0,40.0mm,19C,53073070269,320ee97f263d3321c7656bc9e0ccd8f05a491729,1
../RAWBASE/ALASKA/41/40193.CR2,4000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,26C,53073070269,eb27481543391de2067d071eb4d103d350383f21,0
../RAWBASE/ALASKA/41/40263.CR2,2000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,25C,53073070269,a93d24c087005353fe5c588a97010b0b0ee70e34,1
../RAWBASE/ALASKA/41/40153.CR2,2000,1/50,5184,3456,CanonEOS100D,5.0,39.0mm,18C,53073070269,4e2d8b46ebd3a8864d546a6653dec644c730fc41,1
../RAWBASE/ALASKA/41/40234.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,8188e8e9610024e8116f4d197eebfb9fd7854c24,1
../RAWBASE/ALASKA/41/40168.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,f241701f405e17cbe04ffe21e73c7d2ee4fba373,0
../RAWBASE/ALASKA/41/40464.CR2,2000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,37C,53073070269,c1e63c3ce97d320cc09a8405728aee953670de53,1
../RAWBASE/ALASKA/41/40444.CR2,1600,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,37C,53073070269,c64e1fa1902e4624510d0788ae6a838891451486,1
../RAWBASE/ALASKA/41/40954.CR2,5000,1/60,5184,3456,CanonEOS100D,5.7,48.0mm,21C,53073070269,6603655a0094c7fe2fa1d0a23bbdb4556666377f,1
../RAWBASE/ALASKA/41/40546.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,6bc0ee394e9498bbe5ca40e2172cd1ded663886c,0
../RAWBASE/ALASKA/41/40845.CR2,6400,1/6,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,fd6f174af34321ec2abab242012e0d6351d80cc3,0
../RAWBASE/ALASKA/41/40473.CR2,1600,1/100,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,7a824b52ecc38ce1dc5b5d02948e093319481392,1
../RAWBASE/ALASKA/41/40650.CR2,1600,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,25C,53073070269,9feebcac1fc4cda0e93762b0015ef98e2eb28a2a,1
../RAWBASE/ALASKA/41/40643.CR2,1250,1/40,5184,3456,CanonEOS100D,4.6,29.0mm,20C,53073070269,3ceebd0c355b959a6163ec369c12d8f1153e3a20,1
../RAWBASE/ALASKA/41/40796.CR2,1600,1/60,5184,3456,CanonEOS100D,4.6,29.0mm,19C,53073070269,6531f6f38a1e29c4657bbb827c2ddb0961d60137,1
../RAWBASE/ALASKA/41/40898.CR2,1600,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,27C,53073070269,f63780456cd5827f6582a126989fc16a108a65bb,0
../RAWBASE/ALASKA/41/40632.CR2,1600,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,c672afcde4014fa7d6bbb9f5643babd6f9c0ec7c,1
../RAWBASE/ALASKA/41/40894.CR2,6400,1/40,5184,3456,CanonEOS100D,5.7,55.0mm,20C,53073070269,0db2627a91a8691d6f1f9cd5ac611b2149403db4,0
../RAWBASE/ALASKA/41/40866.CR2,1600,1/60,5184,3456,CanonEOS100D,6.4,55.0mm,18C,53073070269,7fa1d35c30ce9986df638bec41d683dd56715e8b,0
../RAWBASE/ALASKA/41/40949.CR2,6400,1/50,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,59a2052c6b96e77f865cff3d8b7c967dee80ec01,0
../RAWBASE/ALASKA/41/40177.CR2,6400,1/40,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,47623a077670356aea13465283f455bb3b4158a3,1
../RAWBASE/ALASKA/41/40700.CR2,2500,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,3fbf1385255d5909c0635933ff96a5c49b85d269,0
../RAWBASE/ALASKA/41/40713.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,5d96e95baa49ef13b415de8da4432eccacf3a837,1
../RAWBASE/ALASKA/41/40401.CR2,5000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,ab8aeb4f3297c00db9cfa35e1b4545b482a05fe4,1
../RAWBASE/ALASKA/41/40266.CR2,5000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,27C,53073070269,c1768f7102a73367524a6b79c127e58f223a2eb2,0
../RAWBASE/ALASKA/41/40925.CR2,6400,1/50,5184,3456,CanonEOS100D,5.7,55.0mm,32C,53073070269,69ff9026d05bfb0548f09e7bb62431e529be4592,1
../RAWBASE/ALASKA/41/40270.CR2,1600,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,19C,53073070269,9fc6c441c70af0620a7eae0abb2f4cdcf2829139,0
../RAWBASE/ALASKA/41/40707.CR2,2500,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,dbb24a42ace81450274ecdbed35d155b20224bbf,0
../RAWBASE/ALASKA/41/40617.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,524c9b377698782eb763caef6e7dfa83989f6442,1
../RAWBASE/ALASKA/41/40773.CR2,1600,1/80,5184,3456,CanonEOS100D,5.7,52.0mm,17C,53073070269,3c739a1394bc326c1e5c67c27c29a7edb5a5de5b,0
../RAWBASE/ALASKA/41/40862.CR2,2500,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,9C,53073070269,008b34589dee0a05391411a2522c629e9f94e149,0
../RAWBASE/ALASKA/41/40807.CR2,1600,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,19C,53073070269,bef4adb53cc7560566428b3be0d6628ca6071c51,0
../RAWBASE/ALASKA/41/40848.CR2,1600,1/60,5184,3456,CanonEOS100D,5.7,50.0mm,19C,53073070269,8bf243f93ca472119451998334a0d60277518e8c,1
../RAWBASE/ALASKA/41/40339.CR2,6400,1/40,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,c2000ba0a9d2631d529215c0b45bb79c2bad2533,1
../RAWBASE/ALASKA/41/40734.CR2,2500,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,1a02496972a39b5d7f33f2fde80d76009e04ab98,0
../RAWBASE/ALASKA/41/40833.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,e6ac1c8c4dd96f49d60e096a09db1364a4df9aec,1
../RAWBASE/ALASKA/41/40173.CR2,2500,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,ecf65ca8b85287c63a0b74a8fbaffa0ea1f47af3,0
../RAWBASE/ALASKA/41/40532.CR2,1600,1/100,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,4b68c69190594d3bc2d93999b8e8828302abdf02,0
../RAWBASE/ALASKA/41/40756.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,eb74d5a35c1cc90c304418a08d384836d5e75694,0
../RAWBASE/ALASKA/41/40486.CR2,1600,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,f503e36845195d4d71df5910241273cc3f368bff,1
../RAWBASE/ALASKA/41/40320.CR2,1600,1/60,5184,3456,CanonEOS100D,5.7,42.0mm,20C,53073070269,fdd71165d04493621b829057c68d24f7d20370cb,1
../RAWBASE/ALASKA/41/40744.CR2,12800,1/800,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,7376ec31d5890c0828ed3a438cb1dd86e8385469,1
../RAWBASE/ALASKA/41/40770.CR2,6400,1/50,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,aee7bb6ce3ae34becb02a9554157540bc86577c3,0
../RAWBASE/ALASKA/41/40525.CR2,2500,1/50,5184,3456,CanonEOS100D,5.0,38.0mm,36C,53073070269,92334651e999e6c964bbcb5678df4d11fd28cee1,0
../RAWBASE/ALASKA/41/40462.CR2,6400,1/50,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,f6bac24fb11c9bedc33bcdae884122e79cbeb487,1
../RAWBASE/ALASKA/41/40284.CR2,1600,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,25C,53073070269,c053054dde70735ab605846749b23fb200a925ab,0
../RAWBASE/ALASKA/41/40315.CR2,1600,2.5,5184,3456,CanonEOS100D,inf,0.0mm,20C,53073070269,8b22d7f192acb37234a9e3e001b342c6bd7904c3,1
../RAWBASE/ALASKA/41/40895.CR2,2000,1/50,5184,3456,CanonEOS100D,4.6,35.0mm,25C,53073070269,23760b00303259ff5978a14626d2fb20b5940bf4,0
../RAWBASE/ALASKA/41/40655.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,20C,53073070269,499f69e30be98e7978ba6906c191bf842806ef2c,0
../RAWBASE/ALASKA/41/40386.CR2,1000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,17C,53073070269,6747fa3442b5bc173bb8d679c9ba7a3c0cbbc110,1
../RAWBASE/ALASKA/41/40258.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,7fe1ea2e51bd0db85a822656c9a3db9cecd6d403,1
../RAWBASE/ALASKA/41/40307.CR2,4000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,64b8a3ae24aebc0d206f41b320fa0e44ff57aa0b,0
../RAWBASE/ALASKA/41/40403.CR2,4000,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,25C,53073070269,7d4cfea4671c5c5dbbfe8a076d3a4277510ab69b,0
../RAWBASE/ALASKA/41/40477.CR2,6400,1/40,5184,3456,CanonEOS100D,5.7,55.0mm,17C,53073070269,bb7b5ad61b2d5d1319f0b85a40b2c332e5dad0d3,0
../RAWBASE/ALASKA/41/40724.CR2,5000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,25C,53073070269,f7c26841d8c9280e01af1538b4eec9a3aafef5af,1
../RAWBASE/ALASKA/41/40742.CR2,3200,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,26C,53073070269,bd7dcc5a7092dd75722acaa0354ac664173eabab,1
../RAWBASE/ALASKA/41/40260.CR2,1600,1/60,5184,3456,CanonEOS100D,6.4,50.0mm,9C,53073070269,f9b76e447813204e1c84590b06631c3e20603ead,1
../RAWBASE/ALASKA/41/40651.CR2,6400,1/50,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,c3c103893e73f559579f81aa1ac3f7e6457dc060,1
../RAWBASE/ALASKA/41/40758.CR2,5000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,e60ad5eec5b55174c0c6f4ecc784cc49a15f7c1a,0
../RAWBASE/ALASKA/41/40509.CR2,6400,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,2045ca77a68e8fcccd92c6a0a801dc33a40fa369,0
../RAWBASE/ALASKA/41/40753.CR2,6400,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,24C,53073070269,aeab4e30f20ff1f8bbe637afd4a6f3f2305dbc2d,0
../RAWBASE/ALASKA/41/40297.CR2,5000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,bdddb57d1d3802d144fac59292b0f377daecb81a,1
../RAWBASE/ALASKA/41/40536.CR2,2500,1/50,5184,3456,CanonEOS100D,5.0,35.0mm,25C,53073070269,765095a350ce2bfe8cc8f18fa1a94c2f731dab73,0
../RAWBASE/ALASKA/41/40503.CR2,5000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,17C,53073070269,56d8318d8b3329e194ab0a7926aa3172128f37a1,1
../RAWBASE/ALASKA/41/40953.CR2,6400,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,23C,53073070269,41b68b044f66fcd86df77c8fb968f28f0081e6d4,1
../RAWBASE/ALASKA/41/40545.CR2,1600,1/60,5184,3456,CanonEOS100D,4.0,27.0mm,21C,53073070269,b50e18d6dc90bf5a9289c4c19105313cdb2be9c4,1
../RAWBASE/ALASKA/41/40737.CR2,6400,1/30,5184,3456,CanonEOS100D,5.7,55.0mm,29C,53073070269,2aa105751c83656f79cbc564d74ca0a538b61455,1
../RAWBASE/ALASKA/41/40892.CR2,1600,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,23C,53073070269,ffc3c82822915d804442c58a16ec5ee66f8ab3e8,1
../RAWBASE/ALASKA/41/40863.CR2,1250,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,26C,53073070269,2fa3b2f859bc7d282cab252c1948fdde296ed36e,0
../RAWBASE/ALASKA/41/40943.CR2,1600,1/60,5184,3456,CanonEOS100D,5.7,55.0mm,57C,53073070269,697cce66f0c1faa33dc4ee2cd1d02132dece13ac,1
../RAWBASE/ALASKA/41/40161.CR2,6400,1/80,5184,3456,CanonEOS100D,6.4,55.0mm,25C,53073070269,a30741507c1090ce5e3a2bf7a0b495055978114c,0
../RAWBASE/ALASKA/41/40815.CR2,5000,1/80,5184,3456,CanonEOS100D,5.7,55.0mm,28C,53073070269,ce3f20c70c35d9e30812265d2c1696a0f3ea1f69,0
